JournalID,EntryDate,GLAccount,Description,Amount,Currency,UserID,EntryType,BusinessUnit,EffectiveDate
JE002829,2023-07-06 01:11:00,3001-Equity,Accrual,59741.74,INR,admin,Auto,Operations,2023-11-02 23:19:00
JE002830,2023-10-16 08:03:00,3001-Equity,Reversal,3967.74,USD,p.iyer,Auto,HR,2023-10-16 08:03:00
JE002831,2023-11-19 15:37:00,3001-Equity,Payroll,55375.8,INR,m.khan,Manual,Operations,2023-11-19 15:37:00
JE002832,2023-03-28 18:03:00,6001-OpEx,Vendor Payment,65319.54,CAD,u.sharma,Auto,IT,2023-03-28 18:03:00
JE002833,2023-12-03 09:51:00,1200-AR,Customer Receipt,95887.32,CAD,u.sharma,Auto,Finance,2023-12-03 09:51:00
JE002834,2023-11-16 00:18:00,1001-Cash,Accrual,9061.64,USD,a.mehta,Manual,IT,2023-11-16 00:18:00
JE002835,2023-09-06 02:08:00,2001-AP,Intercompany Transfer,61479.5,INR,r.das,Auto,Operations,2023-09-06 02:08:00
JE002836,2023-09-16 02:54:00,6001-OpEx,Payroll,15688.8,INR,admin,Auto,Finance,2023-09-16 02:54:00
JE002837,2023-05-23 08:08:00,5001-COGS,Customer Receipt,96824.22,INR,a.mehta,Manual,IT,2023-05-23 08:08:00
JE002838,2023-11-12 08:17:00,6001-OpEx,Intercompany Transfer,34574.57,INR,p.iyer,Manual,IT,2023-11-12 08:17:00
JE002839,2023-05-12 00:47:00,1200-AR,Depreciation,92665.88,USD,p.iyer,Manual,Operations,2023-05-12 00:47:00
JE002840,2023-02-27 19:11:00,2001-AP,Reversal,15296.71,CAD,r.das,Manual,IT,2023-02-27 19:11:00
JE002841,2023-10-30 23:09:00,1001-Cash,Accrual,80224.2,INR,s.roy,Manual,Finance,2023-10-30 23:09:00
JE002842,2023-12-04 14:23:00,6001-OpEx,Vendor Payment,52006.52,USD,p.iyer,Auto,IT,2023-12-04 14:23:00
JE002843,2023-03-31 08:50:00,4001-Revenue,Payroll,4815.83,INR,a.mehta,Manual,IT,2023-03-31 08:50:00
JE002844,2023-12-25 07:31:00,6001-OpEx,Reversal,77122.29,INR,u.sharma,Auto,Sales,2023-12-25 07:31:00
JE002845,2023-04-03 16:55:00,4001-Revenue,Payroll,65976.14,CAD,a.mehta,Auto,Operations,2023-04-03 16:55:00
JE002846,2023-01-17 10:05:00,6001-OpEx,Customer Receipt,40317.43,CAD,s.roy,Manual,HR,2023-01-17 10:05:00
JE002847,2023-03-16 19:59:00,7001-Tax,Customer Receipt,38766.21,INR,a.mehta,Manual,Finance,2023-03-16 19:59:00
JE002848,2023-03-20 15:48:00,6001-OpEx,Vendor Payment,2411.27,INR,r.das,Manual,Finance,2023-03-20 15:48:00
JE002849,2023-05-27 15:31:00,4001-Revenue,Accrual,75848.49,USD,r.das,Manual,Sales,2023-07-31 12:15:00
JE002850,2023-12-05 14:46:00,7001-Tax,Customer Receipt,13057.46,CAD,s.roy,Manual,Sales,2023-12-05 14:46:00
JE002851,2023-11-23 05:13:00,5001-COGS,Reversal,90046.46,USD,admin,Auto,Sales,2023-11-23 05:13:00
JE002852,2023-10-23 23:53:00,6001-OpEx,Adjustment,68070.81,CAD,s.roy,Auto,HR,2023-10-23 23:53:00
JE002853,2023-06-26 01:41:00,2001-AP,Accrual,19705.24,CAD,a.mehta,Manual,Sales,2023-06-26 01:41:00
JE002854,2023-05-16 03:03:00,5001-COGS,Adjustment,51799.79,INR,p.iyer,Manual,Operations,2023-05-16 03:03:00
JE002855,2023-03-27 14:25:00,1001-Cash,Customer Receipt,48510.99,INR,u.sharma,Auto,IT,2023-03-27 14:25:00
JE002856,2023-09-01 09:30:00,4001-Revenue,Accrual,41113.88,CAD,m.khan,Manual,Finance,2023-09-01 09:30:00
JE002857,2023-09-30 07:24:00,5001-COGS,Adjustment,72504.42,CAD,r.das,Manual,Finance,2023-09-30 07:24:00
JE002858,2023-12-16 22:24:00,1001-Cash,Payroll,34712.49,INR,a.mehta,Manual,Operations,2023-12-16 22:24:00
JE002859,2023-08-31 08:09:00,1200-AR,Reversal,75494.02,INR,a.mehta,Auto,Sales,2023-08-31 08:09:00
JE002860,2023-09-29 13:00:00,4001-Revenue,Accrual,903.13,INR,s.roy,Manual,HR,2023-09-29 13:00:00
JE002861,2023-01-21 16:33:00,3001-Equity,Depreciation,24503.6,INR,s.roy,Manual,IT,2023-05-28 14:24:00
JE002862,2023-12-14 10:33:00,2001-AP,Intercompany Transfer,21597.38,INR,a.mehta,Auto,IT,2023-12-14 10:33:00
JE002863,2023-12-16 01:06:00,5001-COGS,Depreciation,5000.0,INR,p.iyer,Manual,HR,2023-12-16 01:06:00
JE002864,2023-09-30 20:22:00,7001-Tax,Payroll,90513.02,INR,m.khan,Manual,Finance,2023-09-30 20:22:00
JE002865,2023-08-10 19:58:00,1001-Cash,Intercompany Transfer,91899.54,CAD,u.sharma,Manual,Sales,2023-08-10 19:58:00
JE002866,2023-11-30 08:21:00,2001-AP,Adjustment,68041.14,CAD,admin,Auto,HR,2023-11-30 08:21:00
JE002867,2023-12-18 02:22:00,6001-OpEx,Customer Receipt,8427.48,INR,a.mehta,Manual,Operations,2023-05-19 08:51:00
JE002868,2023-02-20 08:41:00,1200-AR,Depreciation,97824.12,CAD,p.iyer,Manual,HR,2023-02-20 08:41:00
JE002869,2023-10-27 12:29:00,1001-Cash,Customer Receipt,43073.71,CAD,admin,Auto,IT,2023-10-27 12:29:00
JE002870,2023-12-12 23:15:00,2001-AP,Accrual,57884.95,USD,m.khan,Manual,IT,2023-12-12 23:15:00
JE002871,2023-12-11 18:49:00,5001-COGS,Accrual,47027.05,CAD,u.sharma,Manual,Finance,2023-12-11 18:49:00
JE002872,2023-04-10 16:21:00,5001-COGS,Customer Receipt,82032.87,INR,r.das,Manual,Operations,2023-04-10 16:21:00
JE002873,2023-12-13 22:11:00,1200-AR,Depreciation,100000.0,CAD,m.khan,Auto,Sales,2023-12-13 22:11:00
JE002874,2023-06-10 17:00:00,4001-Revenue,Payroll,42204.35,INR,r.das,Auto,IT,2023-06-10 17:00:00
JE002875,2023-12-11 00:53:00,3001-Equity,Accrual,27057.81,USD,m.khan,Auto,HR,2023-12-11 00:53:00
JE002876,2023-02-04 00:26:00,2001-AP,Payroll,68803.46,USD,r.das,Manual,Operations,2023-02-04 00:26:00
JE002877,2023-02-20 16:06:00,5001-COGS,Payroll,70963.21,CAD,s.roy,Manual,HR,2023-02-20 16:06:00
JE002878,2023-12-17 14:22:00,5001-COGS,Accrual,49417.9,INR,admin,Manual,HR,2023-12-17 14:22:00
JE002879,2023-04-23 23:18:00,2001-AP,Payroll,18285.11,INR,u.sharma,Auto,Finance,2023-04-23 23:18:00
JE002880,2023-05-09 06:02:00,1001-Cash,Depreciation,4784.8,INR,a.mehta,Auto,HR,2023-05-09 06:02:00
JE002881,2023-01-13 19:05:00,3001-Equity,Adjustment,46747.17,CAD,a.mehta,Manual,Sales,2023-01-13 19:05:00
JE002882,2023-01-30 19:42:00,2001-AP,Intercompany Transfer,51292.95,USD,r.das,Auto,Finance,2023-01-30 19:42:00
JE002883,2023-04-22 19:40:00,6001-OpEx,Customer Receipt,91539.53,USD,a.mehta,Manual,IT,2023-04-22 19:40:00
JE002884,2023-03-04 22:07:00,5001-COGS,Accrual,18816.87,INR,a.mehta,Manual,IT,2023-03-04 22:07:00
JE002885,2023-02-14 19:08:00,1200-AR,Depreciation,95137.02,CAD,r.das,Manual,Sales,2023-02-14 19:08:00
JE002886,2023-07-12 21:48:00,1200-AR,Vendor Payment,69674.32,INR,s.roy,Manual,HR,2023-07-12 21:48:00
JE002887,2023-11-28 18:51:00,1001-Cash,Adjustment,73811.22,INR,p.iyer,Auto,IT,2023-11-28 18:51:00
JE002888,2023-04-05 03:44:00,5001-COGS,Adjustment,56698.17,INR,m.khan,Auto,HR,2023-04-05 03:44:00
JE002889,2023-04-05 08:18:00,2001-AP,Intercompany Transfer,4682.49,CAD,admin,Auto,Operations,2023-04-05 08:18:00
JE002890,2023-08-28 21:59:00,3001-Equity,Intercompany Transfer,77840.27,INR,p.iyer,Auto,HR,2023-08-28 21:59:00
JE002891,2023-02-08 20:29:00,1001-Cash,Vendor Payment,90367.34,USD,u.sharma,Auto,Finance,2023-02-08 20:29:00
JE002892,2023-05-22 13:44:00,5001-COGS,Adjustment,53556.53,USD,s.roy,Auto,Finance,2023-05-22 13:44:00
JE002893,2023-12-08 10:16:00,3001-Equity,Intercompany Transfer,96290.25,CAD,m.khan,Manual,Operations,2023-12-08 10:16:00
JE002894,2023-03-24 02:17:00,1001-Cash,Depreciation,51166.9,INR,a.mehta,Manual,IT,2023-03-24 02:17:00
JE002895,2023-02-01 12:24:00,6001-OpEx,Adjustment,67009.16,INR,a.mehta,Manual,HR,2023-02-01 12:24:00
JE002896,2023-06-20 01:16:00,7001-Tax,Adjustment,57837.39,INR,p.iyer,Auto,HR,2023-06-20 01:16:00
JE002897,2023-05-16 05:28:00,3001-Equity,Accrual,22630.63,CAD,s.roy,Auto,IT,2023-05-16 05:28:00
JE002898,2023-02-05 15:59:00,1001-Cash,Payroll,45853.67,INR,r.das,Manual,Finance,2023-02-05 15:59:00
JE002899,2023-04-13 19:25:00,3001-Equity,Intercompany Transfer,44717.7,USD,u.sharma,Manual,Operations,2023-04-13 19:25:00
JE002900,2023-04-02 20:31:00,1001-Cash,Customer Receipt,91583.81,INR,a.mehta,Auto,Finance,2023-04-02 20:31:00
JE002901,2023-02-25 04:34:00,3001-Equity,Accrual,62444.23,CAD,m.khan,Manual,Operations,2023-02-25 04:34:00
JE002902,2023-08-09 06:39:00,4001-Revenue,Reversal,2646.15,INR,s.roy,Auto,HR,2023-08-09 06:39:00
JE002903,2023-11-26 03:58:00,1001-Cash,Vendor Payment,89033.71,INR,r.das,Manual,IT,2023-11-26 03:58:00
JE002904,2023-08-15 22:16:00,1200-AR,Depreciation,78142.29,INR,r.das,Manual,IT,2023-08-15 22:16:00
JE002905,2023-02-22 01:04:00,6001-OpEx,Vendor Payment,34011.62,USD,a.mehta,Manual,Sales,2023-02-22 01:04:00
JE002906,2023-02-06 18:46:00,7001-Tax,Payroll,7280.85,USD,s.roy,Manual,Operations,2023-02-06 18:46:00
JE002907,2023-05-09 14:01:00,7001-Tax,Intercompany Transfer,71163.11,CAD,r.das,Manual,HR,2023-05-09 14:01:00
JE002908,2023-09-12 04:41:00,6001-OpEx,Customer Receipt,53644.24,USD,m.khan,Auto,Sales,2023-09-12 04:41:00
JE002909,2023-02-18 17:20:00,2001-AP,Intercompany Transfer,71388.11,CAD,s.roy,Auto,HR,2023-11-24 00:59:00
JE002910,2023-01-20 21:24:00,1200-AR,Customer Receipt,48732.96,INR,u.sharma,Manual,IT,2023-01-20 21:24:00
JE002911,2023-05-17 04:44:00,1200-AR,Vendor Payment,85561.74,USD,r.das,Manual,HR,2023-05-17 04:44:00
JE002912,2023-06-18 12:36:00,1001-Cash,Depreciation,60094.43,INR,admin,Auto,Operations,2023-06-18 12:36:00
JE002913,2023-01-02 16:45:00,5001-COGS,Customer Receipt,84201.67,USD,a.mehta,Auto,HR,2023-01-02 16:45:00
JE002914,2023-09-09 15:27:00,1001-Cash,Depreciation,42972.86,CAD,a.mehta,Auto,IT,2023-09-09 15:27:00
JE002915,2023-07-26 23:49:00,7001-Tax,Depreciation,6175.33,CAD,m.khan,Manual,Sales,2023-07-26 23:49:00
JE002916,2023-02-05 17:14:00,1200-AR,Reversal,37561.54,USD,p.iyer,Auto,Operations,2023-02-05 17:14:00
JE002917,2023-01-02 12:44:00,7001-Tax,Depreciation,91358.22,CAD,u.sharma,Manual,Finance,2023-01-02 12:44:00
JE002918,2023-09-04 03:36:00,1001-Cash,Adjustment,14046.9,USD,s.roy,Manual,Finance,2023-09-04 03:36:00
JE002919,2023-10-02 11:21:00,5001-COGS,Accrual,7220.76,CAD,r.das,Auto,Finance,2023-10-02 11:21:00
JE002920,2023-12-16 09:25:00,7001-Tax,Reversal,51342.78,USD,r.das,Manual,IT,2023-12-16 09:25:00
JE002921,2023-01-29 20:41:00,4001-Revenue,Vendor Payment,64902.99,USD,u.sharma,Auto,Sales,2023-01-29 20:41:00
JE002922,2023-12-23 22:28:00,4001-Revenue,Vendor Payment,61202.21,INR,admin,Auto,Operations,2023-02-16 11:34:00
JE002923,2023-06-24 02:53:00,5001-COGS,Intercompany Transfer,80621.36,INR,m.khan,Manual,HR,2023-06-24 02:53:00
JE002924,2023-08-24 09:41:00,4001-Revenue,Adjustment,35073.43,CAD,s.roy,Auto,Finance,2023-08-24 09:41:00
JE002925,2023-04-14 05:35:00,1001-Cash,Intercompany Transfer,1855.88,USD,p.iyer,Manual,Sales,2023-04-14 05:35:00
JE002926,2023-01-21 12:42:00,6001-OpEx,Adjustment,47126.12,USD,p.iyer,Auto,Finance,2023-01-21 12:42:00
JE002927,2023-04-08 09:44:00,1200-AR,Depreciation,54016.4,CAD,s.roy,Auto,Operations,2023-04-08 09:44:00
JE002928,2023-07-19 03:40:00,4001-Revenue,Intercompany Transfer,22797.61,CAD,u.sharma,Manual,Sales,2023-07-19 03:40:00
JE002929,2023-12-19 11:31:00,3001-Equity,Payroll,57267.11,INR,a.mehta,Manual,Sales,2023-12-19 11:31:00
JE002930,2023-02-13 20:28:00,7001-Tax,Depreciation,100000.0,USD,s.roy,Auto,IT,2023-02-13 20:28:00
JE002931,2023-04-08 04:02:00,6001-OpEx,Adjustment,65542.41,USD,s.roy,Manual,Sales,2023-04-08 04:02:00
JE002932,2023-04-09 00:46:00,7001-Tax,Accrual,66060.32,INR,admin,Manual,IT,2023-04-09 00:46:00
JE002933,2023-10-31 07:31:00,3001-Equity,Depreciation,98464.57,USD,m.khan,Auto,HR,2023-10-31 07:31:00
JE002934,2023-07-19 02:50:00,4001-Revenue,Accrual,75392.17,USD,m.khan,Auto,HR,2023-07-19 02:50:00
JE002935,2023-10-04 20:19:00,3001-Equity,Depreciation,60664.32,INR,r.das,Manual,Finance,2023-10-04 20:19:00
JE002936,2023-09-13 17:53:00,1200-AR,Accrual,93234.88,USD,a.mehta,Auto,Finance,2023-09-13 17:53:00
JE002937,2023-08-19 00:02:00,5001-COGS,Payroll,10243.84,USD,m.khan,Manual,IT,2023-08-19 00:02:00
JE002938,2023-06-23 01:21:00,5001-COGS,Reversal,8062.6,USD,p.iyer,Auto,Sales,2023-06-23 01:21:00
JE002939,2023-01-22 12:07:00,6001-OpEx,Adjustment,61326.48,INR,a.mehta,Manual,HR,2023-01-22 12:07:00
JE002940,2023-04-19 20:42:00,7001-Tax,Accrual,71429.83,INR,a.mehta,Auto,IT,2023-04-19 20:42:00
JE002941,2023-09-25 14:43:00,6001-OpEx,Depreciation,90529.77,INR,u.sharma,Manual,Sales,2023-09-25 14:43:00
JE002942,2023-10-02 04:47:00,5001-COGS,Payroll,89305.16,INR,m.khan,Auto,Finance,2023-10-02 04:47:00
JE002943,2023-10-24 07:59:00,7001-Tax,Intercompany Transfer,21485.25,USD,r.das,Auto,Finance,2023-10-24 07:59:00
JE002944,2023-02-06 01:47:00,2001-AP,Intercompany Transfer,97006.62,CAD,p.iyer,Manual,Operations,2023-02-06 01:47:00
JE002945,2023-03-14 15:41:00,6001-OpEx,Intercompany Transfer,83899.53,INR,u.sharma,Auto,Sales,2023-03-14 15:41:00
JE002946,2023-01-10 15:58:00,2001-AP,Depreciation,17008.03,CAD,p.iyer,Auto,IT,2023-01-10 15:58:00
JE002947,2023-11-13 01:15:00,6001-OpEx,Customer Receipt,76912.2,CAD,a.mehta,Manual,Operations,2023-11-13 01:15:00
JE002948,2023-12-26 20:08:00,3001-Equity,Payroll,15526.92,CAD,u.sharma,Manual,Finance,2023-12-26 20:08:00
JE002949,2023-01-08 05:40:00,2001-AP,Payroll,53031.61,INR,p.iyer,Auto,IT,2023-01-08 05:40:00
JE002950,2023-01-26 09:52:00,7001-Tax,Reversal,47924.83,INR,admin,Auto,IT,2023-01-26 09:52:00
JE002951,2023-02-19 14:39:00,3001-Equity,Adjustment,90941.88,USD,admin,Auto,Operations,2023-02-19 14:39:00
JE002952,2023-03-29 18:04:00,2001-AP,Customer Receipt,3623.89,USD,s.roy,Manual,Finance,2023-03-29 18:04:00
JE002953,2023-02-24 03:31:00,4001-Revenue,Intercompany Transfer,32151.0,INR,admin,Auto,Sales,2023-02-24 03:31:00
JE002954,2023-11-01 19:14:00,3001-Equity,Accrual,100000.0,INR,a.mehta,Auto,Sales,2023-11-01 19:14:00
JE002955,2023-02-02 06:27:00,7001-Tax,Reversal,22285.87,CAD,a.mehta,Auto,Operations,2023-02-02 06:27:00
JE002956,2023-06-22 23:43:00,1001-Cash,Payroll,74343.13,INR,m.khan,Manual,HR,2023-06-22 23:43:00
JE002957,2023-07-25 10:07:00,3001-Equity,Vendor Payment,91427.7,CAD,s.roy,Auto,IT,2023-07-25 10:07:00
JE002958,2023-12-17 18:34:00,1200-AR,Vendor Payment,44819.36,CAD,p.iyer,Auto,IT,2023-12-17 18:34:00
JE002959,2023-03-12 10:53:00,1001-Cash,Customer Receipt,44248.67,INR,m.khan,Manual,HR,2023-03-12 10:53:00
JE002960,2023-04-20 01:37:00,5001-COGS,Payroll,96494.86,CAD,m.khan,Manual,Sales,2023-04-20 01:37:00
JE002961,2023-03-30 10:04:00,6001-OpEx,Adjustment,11082.9,INR,u.sharma,Auto,IT,2023-03-30 10:04:00
JE002962,2023-03-03 08:09:00,6001-OpEx,Adjustment,53257.29,INR,admin,Auto,Operations,2023-03-03 08:09:00
JE002963,2023-08-01 05:44:00,5001-COGS,Accrual,55084.87,USD,r.das,Auto,Operations,2023-08-01 05:44:00
JE002964,2023-07-09 17:10:00,1200-AR,Intercompany Transfer,24558.33,INR,s.roy,Auto,Sales,2023-07-09 17:10:00
JE002965,2023-08-13 07:59:00,4001-Revenue,Vendor Payment,37207.04,CAD,s.roy,Auto,Sales,2023-08-13 07:59:00
JE002966,2023-10-25 01:08:00,1200-AR,Payroll,34117.23,INR,m.khan,Manual,HR,2023-10-25 01:08:00
JE002967,2023-02-21 20:39:00,3001-Equity,Depreciation,87553.49,INR,m.khan,Manual,Sales,2023-02-21 20:39:00
JE002968,2023-07-12 05:01:00,4001-Revenue,Vendor Payment,10143.22,USD,a.mehta,Auto,Sales,2023-07-12 05:01:00
JE002969,2023-09-07 02:00:00,3001-Equity,Adjustment,1029.58,INR,u.sharma,Manual,Operations,2023-09-07 02:00:00
JE002970,2023-01-04 05:59:00,1001-Cash,Accrual,9881.67,INR,p.iyer,Auto,IT,2023-01-04 05:59:00
JE002971,2023-02-15 22:41:00,7001-Tax,Depreciation,93862.08,USD,s.roy,Manual,Sales,2023-02-15 22:41:00
JE002972,2023-10-31 09:26:00,6001-OpEx,Vendor Payment,60599.5,INR,u.sharma,Auto,Finance,2023-10-31 09:26:00
JE002973,2023-12-22 15:44:00,3001-Equity,Reversal,39047.84,INR,a.mehta,Auto,Sales,2023-12-22 15:44:00
JE002974,2023-03-06 06:09:00,2001-AP,Intercompany Transfer,15702.97,CAD,r.das,Auto,Sales,2023-03-06 06:09:00
JE002975,2023-11-24 08:33:00,7001-Tax,Vendor Payment,92420.0,USD,p.iyer,Manual,HR,2023-11-24 08:33:00
JE002976,2023-08-19 13:15:00,6001-OpEx,Customer Receipt,80198.44,CAD,p.iyer,Manual,HR,2023-08-19 13:15:00
JE002977,2023-03-31 19:44:00,1200-AR,Accrual,20531.84,CAD,r.das,Manual,Sales,2023-03-31 19:44:00
JE002978,2023-01-20 19:11:00,6001-OpEx,Depreciation,50000.0,INR,s.roy,Manual,Sales,2023-01-20 19:11:00
JE002979,2023-09-13 19:05:00,1001-Cash,Intercompany Transfer,53193.53,INR,a.mehta,Auto,IT,2023-09-13 19:05:00
JE002980,2023-11-18 09:22:00,5001-COGS,Reversal,12079.33,INR,u.sharma,Manual,Finance,2023-11-18 09:22:00
JE002981,2023-08-03 00:35:00,1200-AR,Depreciation,36228.18,CAD,a.mehta,Manual,HR,2023-08-03 00:35:00
JE002982,2023-05-01 06:07:00,1200-AR,Payroll,25988.94,CAD,admin,Manual,HR,2023-05-01 06:07:00
JE002983,2023-09-29 03:39:00,7001-Tax,Reversal,13297.68,INR,p.iyer,Auto,Sales,2023-09-29 03:39:00
JE002984,2023-07-05 17:32:00,1001-Cash,Accrual,25184.92,CAD,s.roy,Auto,Operations,2023-07-05 17:32:00
JE002985,2023-04-23 14:49:00,2001-AP,Depreciation,14824.34,INR,u.sharma,Auto,Sales,2023-04-23 14:49:00
JE002986,2023-11-17 21:13:00,4001-Revenue,Reversal,27579.6,INR,p.iyer,Auto,IT,2023-11-17 21:13:00
JE002987,2023-09-23 02:14:00,2001-AP,Payroll,92110.53,INR,admin,Auto,HR,2023-05-22 01:12:00
JE002988,2023-02-27 04:43:00,3001-Equity,Intercompany Transfer,16028.47,USD,a.mehta,Auto,Operations,2023-02-27 04:43:00
JE002989,2023-08-31 15:11:00,6001-OpEx,Reversal,62015.69,CAD,s.roy,Auto,Finance,2023-08-31 15:11:00
JE002990,2023-03-23 21:59:00,3001-Equity,Customer Receipt,52387.32,USD,p.iyer,Manual,HR,2023-03-23 21:59:00
JE002991,2023-01-23 01:41:00,7001-Tax,Vendor Payment,77590.55,INR,a.mehta,Auto,HR,2023-01-23 01:41:00
JE002992,2023-07-06 09:13:00,4001-Revenue,Adjustment,97352.27,USD,m.khan,Auto,HR,2023-07-06 09:13:00
JE002993,2023-08-11 08:21:00,3001-Equity,Accrual,42621.31,USD,p.iyer,Auto,IT,2023-08-11 08:21:00
JE002994,2023-11-12 14:02:00,7001-Tax,Customer Receipt,33140.93,USD,u.sharma,Manual,Finance,2023-11-12 14:02:00
JE002995,2023-02-23 23:03:00,3001-Equity,Vendor Payment,23455.01,USD,s.roy,Auto,Sales,2023-02-23 23:03:00
JE002996,2023-10-03 05:10:00,1001-Cash,Intercompany Transfer,30638.82,INR,s.roy,Auto,Operations,2023-10-03 05:10:00
JE002997,2023-01-15 15:32:00,1200-AR,Intercompany Transfer,36076.04,USD,a.mehta,Manual,IT,2023-01-15 15:32:00
JE002998,2023-03-01 02:57:00,3001-Equity,Depreciation,96271.09,CAD,s.roy,Manual,Sales,2023-03-01 02:57:00
JE002999,2023-05-01 23:28:00,1200-AR,Intercompany Transfer,44980.41,USD,m.khan,Auto,Operations,2023-05-01 23:28:00
JE011731,2023-10-31 18:20:00,4001-Revenue,Vendor Payment,96244.92,CAD,m.khan,Manual,Finance,2023-10-31 18:20:00
JE003001,2023-08-03 06:47:00,3001-Equity,Adjustment,76161.26,USD,a.mehta,Manual,Finance,2023-08-03 06:47:00
JE003002,2023-12-13 10:14:00,4001-Revenue,Vendor Payment,10000.0,INR,admin,Manual,Finance,2023-12-13 10:14:00
JE003003,2023-02-26 10:14:00,1200-AR,Adjustment,76049.9,INR,u.sharma,Auto,IT,2023-02-26 10:14:00
JE003004,2023-02-20 07:47:00,3001-Equity,Customer Receipt,10777.61,CAD,s.roy,Auto,Finance,2023-02-20 07:47:00
JE003005,2023-07-31 06:24:00,5001-COGS,Adjustment,46475.85,USD,a.mehta,Auto,Finance,2023-07-31 06:24:00
JE003006,2023-04-23 02:30:00,7001-Tax,Intercompany Transfer,33410.44,INR,u.sharma,Manual,Sales,2023-04-23 02:30:00
JE003007,2023-10-27 15:03:00,1200-AR,Vendor Payment,44637.91,USD,r.das,Auto,HR,2023-10-27 15:03:00
JE003008,2023-08-12 04:13:00,6001-OpEx,Reversal,53701.05,CAD,a.mehta,Manual,IT,2023-08-12 04:13:00
JE003009,2023-11-09 14:11:00,2001-AP,Vendor Payment,84539.97,INR,u.sharma,Manual,Finance,2023-11-09 14:11:00
JE003010,2023-07-18 11:08:00,6001-OpEx,Accrual,91045.34,USD,s.roy,Manual,HR,2023-07-18 11:08:00
JE003011,2023-08-23 23:12:00,1200-AR,Adjustment,90970.16,CAD,u.sharma,Manual,HR,2023-08-23 23:12:00
JE003012,2023-11-20 11:17:00,1200-AR,Reversal,37154.8,INR,m.khan,Auto,Operations,2023-11-20 11:17:00
JE003013,2023-04-14 10:08:00,1200-AR,Payroll,23520.88,USD,a.mehta,Auto,Operations,2023-04-14 10:08:00
JE003014,2023-01-17 22:36:00,4001-Revenue,Depreciation,13972.65,USD,a.mehta,Manual,IT,2023-01-17 22:36:00
JE003015,2023-01-31 08:08:00,7001-Tax,Vendor Payment,76576.29,INR,s.roy,Manual,HR,2023-01-31 08:08:00
JE003016,2023-02-26 14:29:00,6001-OpEx,Reversal,90009.44,CAD,m.khan,Manual,Sales,2023-02-26 14:29:00
JE003017,2023-08-03 05:48:00,2001-AP,Customer Receipt,10339.51,INR,admin,Auto,Sales,2023-08-03 05:48:00
JE003018,2023-06-25 07:56:00,1001-Cash,Vendor Payment,61057.11,USD,u.sharma,Auto,Finance,2023-06-25 07:56:00
JE003019,2023-06-01 19:10:00,7001-Tax,Adjustment,12373.26,INR,s.roy,Auto,Sales,2023-06-01 19:10:00
JE003020,2023-11-23 19:57:00,3001-Equity,Vendor Payment,9924.13,USD,admin,Auto,IT,2023-11-23 19:57:00
JE003021,2023-03-29 18:35:00,4001-Revenue,Vendor Payment,69539.95,USD,r.das,Auto,IT,2023-03-29 18:35:00
JE003022,2023-04-28 02:26:00,7001-Tax,Customer Receipt,27025.59,INR,r.das,Auto,IT,2023-04-28 02:26:00
JE003023,2023-09-25 15:55:00,7001-Tax,Depreciation,80584.67,CAD,p.iyer,Auto,Operations,2023-09-25 15:55:00
JE003024,2023-04-21 18:30:00,3001-Equity,Customer Receipt,95478.04,INR,s.roy,Auto,HR,2023-04-21 18:30:00
JE003025,2023-08-25 08:00:00,5001-COGS,Adjustment,53157.18,USD,admin,Manual,Operations,2023-08-25 08:00:00
JE003026,2023-08-08 23:55:00,4001-Revenue,Accrual,44102.37,USD,a.mehta,Auto,HR,2023-08-08 23:55:00
JE003027,2023-05-07 07:20:00,1200-AR,Depreciation,65716.39,INR,p.iyer,Manual,IT,2023-05-07 07:20:00
JE003028,2023-08-11 18:14:00,4001-Revenue,Payroll,100000.0,INR,m.khan,Manual,HR,2023-08-11 18:14:00
JE003029,2023-10-30 04:58:00,5001-COGS,Customer Receipt,52499.83,CAD,m.khan,Manual,Operations,2023-10-30 04:58:00
JE003030,2023-10-21 00:26:00,5001-COGS,Depreciation,31218.2,INR,r.das,Manual,IT,2023-10-21 00:26:00
JE003031,2023-01-23 01:30:00,6001-OpEx,Depreciation,83306.0,USD,m.khan,Manual,HR,2023-01-23 01:30:00
JE003032,2023-09-16 01:27:00,4001-Revenue,Intercompany Transfer,48849.42,CAD,u.sharma,Auto,HR,2023-09-16 01:27:00
JE003033,2023-09-29 12:30:00,7001-Tax,Vendor Payment,26400.64,CAD,r.das,Manual,Finance,2023-09-29 12:30:00
JE003034,2023-12-23 03:28:00,3001-Equity,Intercompany Transfer,84470.6,USD,s.roy,Auto,IT,2023-12-23 03:28:00
JE003035,2023-09-11 07:05:00,1200-AR,Depreciation,1037.69,INR,s.roy,Manual,HR,2023-09-11 07:05:00
JE003036,2023-10-13 00:44:00,1200-AR,Depreciation,38056.44,USD,a.mehta,Auto,Finance,2023-10-13 00:44:00
JE003037,2023-07-28 06:08:00,6001-OpEx,Adjustment,99254.46,USD,p.iyer,Manual,IT,2023-07-28 06:08:00
JE003038,2023-07-03 09:15:00,5001-COGS,Accrual,21724.15,CAD,p.iyer,Manual,Sales,2023-07-03 09:15:00
JE003039,2023-11-28 02:01:00,2001-AP,Customer Receipt,84306.19,CAD,p.iyer,Manual,HR,2023-11-28 02:01:00
JE003040,2023-09-03 21:19:00,6001-OpEx,Customer Receipt,38030.46,CAD,u.sharma,Manual,Operations,2023-09-03 21:19:00
