JournalID,EntryDate,GLAccount,Description,Amount,Currency,UserID,EntryType,BusinessUnit,EffectiveDate,Flag_RoundNumber,Flag_Weekend,Flag_AfterHours,Count of JournalID,Flag_Duplicate ,RiskScore
JE003474,13-06-2023 03:12,3001-Equity,Customer Receipt,56480.74,CAD,m.khan,Manual,Finance,29-09-2023 13:09,0,0,1,1,0,1
JE003475,14-05-2023 03:20,6001-OpEx,Reversal,94172.04,CAD,r.das,Auto,Sales,14-05-2023 03:20,0,1,1,1,0,2
JE003476,23-01-2023 04:31,7001-Tax,Depreciation,54464.95,INR,s.roy,Manual,Finance,23-01-2023 04:31,0,0,1,1,0,1
JE003477,24-05-2023 23:23,7001-Tax,Payroll,418.74,INR,u.sharma,Auto,Finance,24-05-2023 23:23,0,0,1,1,0,1
JE003478,09-08-2023 09:57,7001-Tax,Adjustment,45018.22,CAD,m.khan,Manual,IT,09-08-2023 09:57,0,0,0,1,0,0
JE003479,15-05-2023 19:53,6001-OpEx,Vendor Payment,10813.48,USD,u.sharma,Auto,Operations,15-05-2023 19:53,0,0,0,1,0,0
JE003480,16-05-2023 16:20,7001-Tax,Vendor Payment,63277.88,USD,p.iyer,Manual,Operations,16-05-2023 16:20,0,0,0,1,0,0
JE003481,12-08-2023 05:20,5001-COGS,Reversal,65834.57,INR,s.roy,Manual,Sales,12-08-2023 05:20,0,1,1,1,0,2
JE003482,09-09-2023 04:35,3001-Equity,Depreciation,15470.83,CAD,admin,Manual,HR,09-09-2023 04:35,0,1,1,1,0,2
JE003483,03-12-2023 20:51,2001-AP,Accrual,11653.87,CAD,p.iyer,Auto,HR,03-12-2023 20:51,0,1,1,1,0,2
JE003484,14-08-2023 01:12,2001-AP,Reversal,34983.39,CAD,s.roy,Manual,HR,14-08-2023 01:12,0,0,1,1,0,1
JE003485,18-03-2023 01:14,4001-Revenue,Adjustment,82326.6,CAD,admin,Auto,Operations,18-03-2023 01:14,0,1,1,1,0,2
JE003486,04-04-2023 01:30,6001-OpEx,Depreciation,32191.1,INR,admin,Manual,Sales,04-04-2023 01:30,0,0,1,1,0,1
JE003487,14-05-2023 05:45,7001-Tax,Intercompany Transfer,54801.51,CAD,m.khan,Auto,IT,14-05-2023 05:45,0,1,1,1,0,2
JE003488,28-08-2023 13:07,3001-Equity,Payroll,55074.48,INR,m.khan,Manual,IT,28-08-2023 13:07,0,0,0,1,0,0
JE003489,11-09-2023 01:28,7001-Tax,Accrual,15765.22,INR,u.sharma,Auto,Operations,11-09-2023 01:28,0,0,1,1,0,1
JE003490,22-04-2023 14:10,1200-AR,Customer Receipt,91639.81,USD,a.mehta,Auto,Finance,02-07-2023 22:35,0,1,0,1,0,1
JE003491,06-09-2023 14:31,6001-OpEx,Adjustment,22904.72,CAD,u.sharma,Manual,HR,06-09-2023 14:31,0,0,0,1,0,0
JE003492,27-02-2023 23:55,7001-Tax,Customer Receipt,47355.57,USD,r.das,Manual,HR,27-02-2023 23:55,0,0,1,1,0,1
JE003493,17-03-2023 03:22,5001-COGS,Customer Receipt,10681.46,INR,a.mehta,Manual,Sales,17-03-2023 03:22,0,0,1,1,0,1
JE003494,30-09-2023 13:11,5001-COGS,Vendor Payment,97616.06,INR,r.das,Auto,Operations,17-02-2023 06:55,0,1,0,1,0,1
JE003495,26-05-2023 05:53,7001-Tax,Customer Receipt,65870.36,CAD,a.mehta,Auto,Finance,26-05-2023 05:53,0,0,1,1,0,1
JE003496,28-03-2023 23:32,1200-AR,Depreciation,72200.38,CAD,m.khan,Manual,IT,28-03-2023 23:32,0,0,1,1,0,1
JE003497,20-05-2023 18:57,2001-AP,Accrual,65921.89,USD,u.sharma,Manual,IT,20-05-2023 18:57,0,1,0,1,0,1
JE003498,06-12-2023 18:13,1001-Cash,Customer Receipt,39562.79,INR,r.das,Manual,Sales,06-12-2023 18:13,0,0,0,1,0,0
JE003499,26-10-2023 00:33,4001-Revenue,Accrual,8058.86,INR,u.sharma,Auto,HR,26-10-2023 00:33,0,0,1,1,0,1
JE003500,20-10-2023 05:26,5001-COGS,Adjustment,49306.3,CAD,admin,Manual,HR,20-10-2023 05:26,0,0,1,1,0,1
JE003501,09-02-2023 07:49,4001-Revenue,Depreciation,43317.65,INR,admin,Auto,IT,09-02-2023 07:49,0,0,0,1,0,0
JE003502,13-09-2023 21:06,1001-Cash,Customer Receipt,90839.73,USD,m.khan,Manual,IT,13-09-2023 21:06,0,0,1,1,0,1
JE003503,18-06-2023 00:18,2001-AP,Vendor Payment,38827.87,INR,p.iyer,Manual,Operations,18-06-2023 00:18,0,1,1,1,0,2
JE003504,15-12-2023 21:07,4001-Revenue,Accrual,9706.81,CAD,a.mehta,Manual,Sales,15-12-2023 21:07,0,0,1,1,0,1
JE003505,21-07-2023 11:37,4001-Revenue,Reversal,52118.56,USD,s.roy,Auto,IT,21-07-2023 11:37,0,0,0,1,0,0
JE003506,24-02-2023 10:09,3001-Equity,Reversal,36018.45,INR,r.das,Auto,Finance,24-02-2023 10:09,0,0,0,1,0,0
JE003507,15-01-2023 02:29,2001-AP,Customer Receipt,47642.14,INR,r.das,Auto,Finance,15-01-2023 02:29,0,1,1,1,0,2
JE003508,29-12-2023 21:30,6001-OpEx,Depreciation,80891.93,USD,p.iyer,Manual,IT,29-12-2023 21:30,0,0,1,1,0,1
JE003509,21-08-2023 20:17,7001-Tax,Reversal,27660.43,CAD,a.mehta,Manual,Finance,21-08-2023 20:17,0,0,1,1,0,1
JE003510,01-11-2023 21:00,6001-OpEx,Adjustment,12511.85,USD,p.iyer,Manual,Operations,01-11-2023 21:00,0,0,1,1,0,1
JE003511,18-06-2023 01:41,4001-Revenue,Customer Receipt,85434.62,CAD,m.khan,Manual,Finance,18-06-2023 01:41,0,1,1,1,0,2
JE003512,15-11-2023 14:20,1200-AR,Accrual,1706.16,CAD,a.mehta,Auto,Operations,15-11-2023 14:20,0,0,0,1,0,0
JE003513,19-10-2023 04:13,3001-Equity,Depreciation,87337.23,USD,p.iyer,Auto,IT,19-10-2023 04:13,0,0,1,1,0,1
JE003514,25-01-2023 20:18,6001-OpEx,Reversal,48202.44,INR,p.iyer,Manual,HR,25-01-2023 20:18,0,0,1,1,0,1
JE003515,15-06-2023 01:47,6001-OpEx,Vendor Payment,6985.07,CAD,m.khan,Manual,Sales,15-06-2023 01:47,0,0,1,1,0,1
JE003516,06-02-2023 17:38,7001-Tax,Reversal,36619.4,INR,s.roy,Manual,IT,06-02-2023 17:38,0,0,0,1,0,0
JE003517,15-07-2023 02:25,4001-Revenue,Customer Receipt,86377.2,INR,s.roy,Auto,IT,15-07-2023 02:25,0,1,1,1,0,2
JE003518,11-05-2023 05:15,6001-OpEx,Depreciation,86791.03,CAD,r.das,Manual,Operations,11-05-2023 05:15,0,0,1,1,0,1
JE003519,24-07-2023 02:01,6001-OpEx,Customer Receipt,36015.07,CAD,admin,Manual,HR,24-07-2023 02:01,0,0,1,1,0,1
JE003520,17-04-2023 05:24,1001-Cash,Payroll,91441.18,INR,r.das,Auto,IT,17-04-2023 05:24,0,0,1,1,0,1
JE003521,26-07-2023 09:41,7001-Tax,Adjustment,28480.57,CAD,a.mehta,Manual,IT,26-07-2023 09:41,0,0,0,1,0,0
JE003522,01-12-2023 04:07,6001-OpEx,Adjustment,83000.54,INR,r.das,Manual,IT,01-12-2023 04:07,0,0,1,1,0,1
JE003523,02-06-2023 15:51,3001-Equity,Vendor Payment,31994.35,USD,u.sharma,Auto,Operations,02-06-2023 15:51,0,0,0,1,0,0
JE003524,10-08-2023 23:51,1200-AR,Depreciation,89328.06,CAD,m.khan,Auto,IT,10-08-2023 23:51,0,0,1,1,0,1
JE003525,08-06-2023 21:38,4001-Revenue,Adjustment,94847.48,INR,s.roy,Auto,Finance,08-06-2023 21:38,0,0,1,1,0,1
JE003526,09-03-2023 11:42,1200-AR,Intercompany Transfer,98869.95,USD,admin,Manual,HR,09-03-2023 11:42,0,0,0,1,0,0
JE003527,19-02-2023 11:32,3001-Equity,Accrual,31863.12,INR,u.sharma,Auto,HR,19-02-2023 11:32,0,1,0,1,0,1
JE003528,13-04-2023 15:28,5001-COGS,Customer Receipt,17990.73,INR,a.mehta,Manual,Sales,13-04-2023 15:28,0,0,0,1,0,0
JE003529,18-07-2023 15:17,1001-Cash,Depreciation,69567.53,USD,m.khan,Auto,Finance,18-07-2023 15:17,0,0,0,1,0,0
JE003530,16-10-2023 19:27,4001-Revenue,Payroll,43673.54,INR,p.iyer,Manual,IT,16-10-2023 19:27,0,0,0,1,0,0
JE003531,16-02-2023 13:51,1001-Cash,Reversal,25531.05,USD,u.sharma,Auto,Operations,16-02-2023 13:51,0,0,0,1,0,0
JE003532,08-07-2023 19:11,4001-Revenue,Intercompany Transfer,6916.02,CAD,s.roy,Manual,HR,08-07-2023 19:11,0,1,0,1,0,1
JE003533,11-08-2023 20:27,4001-Revenue,Vendor Payment,87263.75,CAD,u.sharma,Auto,Operations,11-08-2023 20:27,0,0,1,1,0,1
JE003534,17-02-2023 01:32,4001-Revenue,Accrual,93837.7,CAD,s.roy,Manual,Sales,17-02-2023 01:32,0,0,1,1,0,1
JE003535,24-06-2023 14:43,7001-Tax,Intercompany Transfer,45818.27,INR,u.sharma,Auto,Finance,24-06-2023 14:43,0,1,0,1,0,1
JE003536,25-04-2023 20:43,4001-Revenue,Intercompany Transfer,78680.98,CAD,u.sharma,Auto,HR,25-04-2023 20:43,0,0,1,1,0,1
JE003537,21-03-2023 15:33,2001-AP,Intercompany Transfer,59474.37,INR,admin,Manual,Operations,21-03-2023 15:33,0,0,0,1,0,0
JE003538,19-11-2023 20:33,7001-Tax,Accrual,7064.79,USD,p.iyer,Manual,HR,19-11-2023 20:33,0,1,1,1,0,2
JE003539,12-02-2023 09:29,1001-Cash,Intercompany Transfer,5256.02,INR,admin,Manual,HR,12-02-2023 09:29,0,1,0,1,0,1
JE003540,12-08-2023 02:58,7001-Tax,Vendor Payment,97508.13,CAD,u.sharma,Manual,HR,12-08-2023 02:58,0,1,1,1,0,2
JE003541,02-09-2023 09:09,2001-AP,Payroll,82526.45,INR,m.khan,Manual,HR,02-09-2023 09:09,0,1,0,1,0,1
JE003542,07-03-2023 21:57,5001-COGS,Adjustment,10000,INR,s.roy,Auto,Operations,07-03-2023 21:57,1,0,1,1,0,2
JE003543,03-06-2023 07:33,4001-Revenue,Adjustment,28015,CAD,p.iyer,Auto,IT,03-06-2023 07:33,0,1,0,1,0,1
JE003544,07-08-2023 09:36,4001-Revenue,Customer Receipt,63635.37,INR,p.iyer,Manual,Finance,07-08-2023 09:36,0,0,0,1,0,0
JE003545,25-01-2023 17:04,5001-COGS,Vendor Payment,46263.54,INR,admin,Manual,Operations,25-01-2023 17:04,0,0,0,1,0,0
JE003546,24-01-2023 16:06,2001-AP,Depreciation,92900.9,USD,a.mehta,Manual,Finance,24-01-2023 16:06,0,0,0,1,0,0
JE003547,19-09-2023 13:26,7001-Tax,Depreciation,97683.36,CAD,m.khan,Manual,Finance,19-09-2023 13:26,0,0,0,1,0,0
JE003548,18-02-2023 14:42,6001-OpEx,Customer Receipt,92297.13,CAD,a.mehta,Manual,IT,18-02-2023 14:42,0,1,0,1,0,1
JE003549,19-10-2023 08:22,1200-AR,Depreciation,55291.72,USD,admin,Auto,Finance,19-10-2023 08:22,0,0,0,1,0,0
JE003550,29-04-2023 14:06,1001-Cash,Adjustment,7708.58,INR,admin,Auto,Operations,11-05-2023 18:05,0,1,0,1,0,1
JE003551,15-09-2023 00:07,5001-COGS,Reversal,52598.62,CAD,u.sharma,Manual,Operations,15-09-2023 00:07,0,0,1,1,0,1
JE003552,05-12-2023 14:11,4001-Revenue,Reversal,3153.1,USD,s.roy,Auto,Finance,05-12-2023 14:11,0,0,0,1,0,0
JE003553,04-04-2023 12:02,7001-Tax,Accrual,70760.85,INR,a.mehta,Auto,Finance,04-04-2023 12:02,0,0,0,1,0,0
JE003554,12-02-2023 13:56,2001-AP,Adjustment,78594.01,INR,p.iyer,Manual,HR,12-02-2023 13:56,0,1,0,1,0,1
JE003555,27-12-2023 09:20,7001-Tax,Depreciation,59297.4,INR,admin,Auto,HR,27-12-2023 09:20,0,0,0,1,0,0
JE003556,28-10-2023 23:29,4001-Revenue,Vendor Payment,40013.61,INR,s.roy,Auto,HR,28-10-2023 23:29,0,1,1,1,0,2
JE003557,10-12-2023 14:39,1001-Cash,Accrual,20609.66,INR,a.mehta,Manual,Finance,10-12-2023 14:39,0,1,0,1,0,1
JE003558,16-05-2023 10:58,7001-Tax,Customer Receipt,79847,INR,m.khan,Auto,IT,16-05-2023 10:58,0,0,0,1,0,0
JE003559,06-04-2023 06:11,5001-COGS,Reversal,62734.06,CAD,s.roy,Auto,IT,06-04-2023 06:11,0,0,0,1,0,0
JE003560,10-02-2023 23:38,1200-AR,Accrual,29846.07,CAD,u.sharma,Manual,HR,10-02-2023 23:38,0,0,1,1,0,1
JE003561,13-05-2023 21:06,3001-Equity,Payroll,26246.29,USD,p.iyer,Manual,HR,13-05-2023 21:06,0,1,1,1,0,2
JE003562,11-08-2023 17:01,1200-AR,Vendor Payment,33230.91,USD,m.khan,Manual,Operations,11-08-2023 17:01,0,0,0,1,0,0
JE003563,03-01-2023 12:07,4001-Revenue,Vendor Payment,15113.59,USD,s.roy,Manual,IT,03-01-2023 12:07,0,0,0,1,0,0
JE003564,07-01-2023 05:41,6001-OpEx,Depreciation,15810.68,CAD,u.sharma,Auto,Finance,07-01-2023 05:41,0,1,1,1,0,2
JE003565,02-09-2023 14:44,1001-Cash,Accrual,8754.77,INR,a.mehta,Manual,IT,02-09-2023 14:44,0,1,0,1,0,1
JE003566,27-07-2023 21:47,3001-Equity,Reversal,49395.32,INR,p.iyer,Manual,Sales,27-07-2023 21:47,0,0,1,1,0,1
JE003567,05-11-2023 23:31,7001-Tax,Adjustment,66199.19,USD,r.das,Auto,Finance,05-11-2023 23:31,0,1,1,1,0,2
JE003568,05-06-2023 19:52,2001-AP,Intercompany Transfer,25941.28,CAD,admin,Auto,HR,05-06-2023 19:52,0,0,0,1,0,0
JE003569,12-11-2023 11:44,1001-Cash,Accrual,8993.54,INR,a.mehta,Manual,IT,12-11-2023 11:44,0,1,0,1,0,1
JE003570,11-12-2023 22:43,3001-Equity,Depreciation,8703.68,CAD,m.khan,Auto,Finance,11-12-2023 22:43,0,0,1,1,0,1
JE003571,22-07-2023 09:05,5001-COGS,Vendor Payment,94033.74,CAD,m.khan,Manual,Operations,22-07-2023 09:05,0,1,0,1,0,1
JE003572,06-03-2023 04:00,6001-OpEx,Customer Receipt,41213.91,USD,s.roy,Manual,IT,06-03-2023 04:00,0,0,1,1,0,1
JE003573,08-04-2023 03:52,1200-AR,Customer Receipt,84518.47,INR,p.iyer,Manual,HR,08-04-2023 03:52,0,1,1,1,0,2
JE003574,09-01-2023 22:12,1001-Cash,Payroll,75471.72,USD,s.roy,Manual,HR,09-01-2023 22:12,0,0,1,1,0,1
JE003575,14-01-2023 06:30,5001-COGS,Reversal,48883.73,INR,p.iyer,Manual,Finance,14-01-2023 06:30,0,1,0,1,0,1
JE003576,29-11-2023 04:41,7001-Tax,Payroll,98633.09,USD,admin,Manual,IT,29-11-2023 04:41,0,0,1,1,0,1
JE003577,04-05-2023 13:53,7001-Tax,Depreciation,56992.62,USD,r.das,Auto,Finance,04-05-2023 13:53,0,0,0,1,0,0
JE003578,25-03-2023 09:22,7001-Tax,Payroll,90521.81,CAD,s.roy,Manual,IT,17-11-2023 17:12,0,1,0,1,0,1
JE003579,14-02-2023 09:49,1001-Cash,Payroll,94576.86,CAD,s.roy,Auto,IT,14-02-2023 09:49,0,0,0,1,0,0
JE003580,26-08-2023 04:30,7001-Tax,Intercompany Transfer,8595.92,CAD,p.iyer,Auto,HR,26-08-2023 04:30,0,1,1,1,0,2
JE003581,05-08-2023 00:07,5001-COGS,Depreciation,20658.02,INR,a.mehta,Manual,Sales,05-08-2023 00:07,0,1,1,1,0,2
JE003582,27-03-2023 04:47,1001-Cash,Reversal,73774.99,INR,a.mehta,Auto,Operations,27-03-2023 04:47,0,0,1,1,0,1
JE003583,22-06-2023 05:13,1200-AR,Customer Receipt,20156.22,INR,s.roy,Manual,IT,26-12-2023 14:31,0,0,1,1,0,1
JE003584,30-08-2023 00:55,3001-Equity,Accrual,65723.91,INR,u.sharma,Auto,Sales,30-08-2023 00:55,0,0,1,1,0,1
JE003585,19-08-2023 18:15,3001-Equity,Intercompany Transfer,89499.14,USD,m.khan,Auto,HR,19-08-2023 18:15,0,1,0,1,0,1
JE003586,14-04-2023 09:36,2001-AP,Depreciation,72017.55,INR,admin,Auto,HR,14-04-2023 09:36,0,0,0,1,0,0
JE003587,20-07-2023 01:21,5001-COGS,Depreciation,96856.89,INR,s.roy,Auto,HR,20-07-2023 01:21,0,0,1,1,0,1
JE003588,05-01-2023 03:40,6001-OpEx,Reversal,63883.04,CAD,a.mehta,Manual,Finance,05-01-2023 03:40,0,0,1,1,0,1
JE003589,10-08-2023 13:54,7001-Tax,Vendor Payment,92790.43,INR,u.sharma,Auto,Sales,10-08-2023 13:54,0,0,0,1,0,0
JE003590,11-09-2023 23:37,7001-Tax,Customer Receipt,38019.13,CAD,m.khan,Auto,HR,11-09-2023 23:37,0,0,1,1,0,1
JE003591,02-11-2023 23:35,4001-Revenue,Accrual,5363.71,USD,m.khan,Manual,Operations,02-11-2023 23:35,0,0,1,1,0,1
JE003592,08-04-2023 10:48,6001-OpEx,Customer Receipt,60524.57,INR,m.khan,Auto,HR,29-05-2023 01:31,0,1,0,1,0,1
JE003593,24-07-2023 15:32,3001-Equity,Vendor Payment,93550.01,CAD,admin,Auto,Finance,24-07-2023 15:32,0,0,0,1,0,0
JE003594,30-10-2023 23:39,1200-AR,Reversal,79958.69,CAD,m.khan,Auto,Operations,30-10-2023 23:39,0,0,1,1,0,1
JE003595,14-12-2023 15:14,7001-Tax,Payroll,23125.01,INR,m.khan,Manual,Finance,14-12-2023 15:14,0,0,0,1,0,0
JE003596,01-02-2023 16:01,7001-Tax,Intercompany Transfer,46806.34,CAD,admin,Manual,Operations,01-02-2023 16:01,0,0,0,1,0,0
JE003597,05-08-2023 18:20,1200-AR,Adjustment,12643.48,USD,r.das,Manual,Finance,05-08-2023 18:20,0,1,0,1,0,1
JE003598,11-10-2023 02:17,6001-OpEx,Accrual,69671.94,INR,r.das,Auto,Finance,11-10-2023 02:17,0,0,1,1,0,1
JE003599,28-11-2023 13:56,2001-AP,Customer Receipt,37478.64,CAD,p.iyer,Manual,Sales,28-11-2023 13:56,0,0,0,1,0,0
JE003600,31-08-2023 03:31,6001-OpEx,Customer Receipt,6710.33,INR,admin,Manual,Sales,31-08-2023 03:31,0,0,1,1,0,1
JE003601,15-11-2023 20:22,6001-OpEx,Adjustment,72057.31,INR,r.das,Manual,IT,15-11-2023 20:22,0,0,1,1,0,1
JE003602,18-08-2023 22:27,7001-Tax,Depreciation,14747.79,USD,m.khan,Auto,HR,18-08-2023 22:27,0,0,1,1,0,1
JE003603,11-01-2023 05:18,6001-OpEx,Customer Receipt,84627.52,CAD,p.iyer,Auto,Operations,11-01-2023 05:18,0,0,1,1,0,1
JE003604,09-04-2023 15:22,1200-AR,Payroll,32963.55,USD,admin,Auto,HR,09-04-2023 15:22,0,1,0,1,0,1
JE003605,13-08-2023 07:32,6001-OpEx,Reversal,44054.83,USD,m.khan,Auto,Finance,13-08-2023 07:32,0,1,0,1,0,1
JE003606,23-04-2023 18:58,3001-Equity,Adjustment,6492.84,CAD,admin,Auto,Finance,23-04-2023 18:58,0,1,0,1,0,1
JE003607,17-12-2023 10:58,3001-Equity,Payroll,5000,INR,s.roy,Auto,Operations,17-12-2023 10:58,1,1,0,1,0,2
JE003608,05-11-2023 22:42,6001-OpEx,Payroll,59273.72,CAD,admin,Auto,Operations,05-11-2023 22:42,0,1,1,1,0,2
JE003609,28-08-2023 04:56,3001-Equity,Depreciation,40216.73,CAD,s.roy,Manual,HR,28-08-2023 04:56,0,0,1,1,0,1
JE003610,31-05-2023 23:45,1200-AR,Customer Receipt,35656.55,USD,p.iyer,Manual,Finance,31-05-2023 23:45,0,0,1,1,0,1
JE003611,19-07-2023 13:53,3001-Equity,Vendor Payment,14811.02,CAD,u.sharma,Manual,Finance,19-07-2023 13:53,0,0,0,1,0,0
JE003612,11-12-2023 20:47,1001-Cash,Reversal,53788.54,USD,r.das,Manual,Sales,11-12-2023 20:47,0,0,1,1,0,1
JE003613,04-07-2023 15:51,3001-Equity,Intercompany Transfer,17921.46,INR,r.das,Manual,IT,04-07-2023 15:51,0,0,0,1,0,0
JE003614,24-03-2023 19:13,2001-AP,Reversal,44931.45,CAD,p.iyer,Manual,Sales,24-03-2023 19:13,0,0,0,1,0,0
JE003615,25-05-2023 22:47,6001-OpEx,Reversal,43409.92,INR,p.iyer,Manual,Operations,25-05-2023 22:47,0,0,1,1,0,1
JE003616,14-02-2023 21:30,2001-AP,Reversal,79054.59,USD,a.mehta,Manual,Finance,14-02-2023 21:30,0,0,1,1,0,1
JE003617,08-03-2023 05:12,4001-Revenue,Adjustment,13522.55,INR,m.khan,Manual,HR,08-03-2023 05:12,0,0,1,1,0,1
JE003618,22-03-2023 19:31,6001-OpEx,Reversal,7345.2,INR,s.roy,Auto,Sales,22-03-2023 19:31,0,0,0,1,0,0
JE003619,21-02-2023 13:31,4001-Revenue,Adjustment,3089.83,CAD,a.mehta,Auto,IT,21-02-2023 13:31,0,0,0,1,0,0
JE003620,05-06-2023 07:13,1001-Cash,Intercompany Transfer,67088.18,CAD,admin,Auto,Operations,05-06-2023 07:13,0,0,0,1,0,0
JE003621,13-10-2023 01:01,4001-Revenue,Vendor Payment,9484.84,CAD,a.mehta,Manual,Finance,13-10-2023 01:01,0,0,1,1,0,1
JE003622,03-07-2023 08:22,6001-OpEx,Intercompany Transfer,54455.42,USD,m.khan,Auto,IT,03-07-2023 08:22,0,0,0,1,0,0
JE003623,13-12-2023 05:11,6001-OpEx,Payroll,53052.85,INR,m.khan,Auto,Sales,13-12-2023 05:11,0,0,1,1,0,1
JE003624,15-09-2023 01:51,5001-COGS,Customer Receipt,56622.66,CAD,r.das,Manual,HR,15-09-2023 01:51,0,0,1,1,0,1
JE003625,02-02-2023 10:27,4001-Revenue,Vendor Payment,27470.54,INR,m.khan,Manual,Operations,02-02-2023 10:27,0,0,0,1,0,0
JE003626,28-02-2023 19:14,7001-Tax,Accrual,70343.74,CAD,s.roy,Auto,Finance,28-02-2023 19:14,0,0,0,1,0,0
JE003627,03-03-2023 17:14,7001-Tax,Depreciation,81123.99,USD,admin,Auto,Operations,03-03-2023 17:14,0,0,0,1,0,0
JE003628,07-09-2023 08:21,1001-Cash,Intercompany Transfer,45085.57,CAD,p.iyer,Manual,Operations,07-09-2023 08:21,0,0,0,1,0,0
JE003629,01-07-2023 01:49,5001-COGS,Depreciation,56145.5,CAD,admin,Manual,IT,01-07-2023 01:49,0,1,1,1,0,2
JE003630,13-10-2023 08:57,3001-Equity,Accrual,16321.01,USD,admin,Auto,Operations,13-10-2023 08:57,0,0,0,1,0,0
JE003631,19-03-2023 22:55,6001-OpEx,Reversal,50658.65,USD,admin,Auto,Sales,19-03-2023 22:55,0,1,1,1,0,2
JE003632,21-09-2023 19:42,4001-Revenue,Intercompany Transfer,10000,INR,r.das,Auto,Sales,21-09-2023 19:42,1,0,0,1,0,1
JE003633,23-02-2023 22:03,4001-Revenue,Adjustment,2496.83,USD,m.khan,Manual,Finance,23-02-2023 22:03,0,0,1,1,0,1
JE003634,13-08-2023 14:53,3001-Equity,Reversal,5000,USD,a.mehta,Manual,IT,13-08-2023 14:53,1,1,0,1,0,2
JE003635,26-02-2023 03:50,4001-Revenue,Depreciation,64076,INR,r.das,Manual,IT,26-02-2023 03:50,0,1,1,1,0,2
JE003636,02-07-2023 04:18,5001-COGS,Customer Receipt,23934.74,CAD,admin,Manual,HR,09-11-2023 19:50,0,1,1,1,0,2
JE003637,22-02-2023 17:02,4001-Revenue,Payroll,39343.96,CAD,u.sharma,Auto,Operations,22-02-2023 17:02,0,0,0,1,0,0
JE003638,17-09-2023 03:10,1200-AR,Customer Receipt,17202.83,CAD,u.sharma,Auto,HR,17-09-2023 03:10,0,1,1,1,0,2
JE003639,17-06-2023 10:59,2001-AP,Payroll,57393.73,INR,u.sharma,Auto,Operations,19-11-2023 03:55,0,1,0,1,0,1
JE003640,16-04-2023 11:10,1200-AR,Intercompany Transfer,40983.42,INR,s.roy,Auto,Operations,16-04-2023 11:10,0,1,0,1,0,1
JE003641,30-05-2023 22:28,7001-Tax,Depreciation,89783.15,USD,u.sharma,Manual,Finance,30-05-2023 22:28,0,0,1,1,0,1
JE003642,17-09-2023 15:46,6001-OpEx,Reversal,42308.49,CAD,m.khan,Manual,Sales,17-09-2023 15:46,0,1,0,1,0,1
JE003643,20-02-2023 04:41,2001-AP,Intercompany Transfer,100000,USD,r.das,Manual,HR,20-02-2023 04:41,1,0,1,1,0,2
JE003644,06-07-2023 10:52,1001-Cash,Customer Receipt,42872.6,USD,u.sharma,Auto,Sales,06-07-2023 10:52,0,0,0,1,0,0
JE003645,12-03-2023 03:54,1001-Cash,Adjustment,93279.47,INR,m.khan,Auto,IT,12-03-2023 03:54,0,1,1,1,0,2
JE003646,14-04-2023 14:26,1200-AR,Adjustment,82422.27,INR,m.khan,Manual,HR,14-04-2023 14:26,0,0,0,1,0,0
JE003647,04-01-2023 07:53,2001-AP,Depreciation,473.26,USD,admin,Auto,Operations,04-01-2023 07:53,0,0,0,1,0,0
JE003648,31-08-2023 10:18,3001-Equity,Payroll,77635.66,USD,m.khan,Manual,Operations,31-08-2023 10:18,0,0,0,1,0,0
JE003649,16-09-2023 05:05,4001-Revenue,Customer Receipt,84410.82,INR,m.khan,Auto,Operations,16-09-2023 05:05,0,1,1,1,0,2
JE003650,17-05-2023 11:45,2001-AP,Accrual,66565.33,CAD,u.sharma,Auto,IT,17-05-2023 11:45,0,0,0,1,0,0
JE003651,01-08-2023 11:40,1001-Cash,Customer Receipt,94241.03,INR,a.mehta,Manual,HR,01-08-2023 11:40,0,0,0,1,0,0
JE003652,07-12-2023 07:09,1001-Cash,Customer Receipt,95865.43,USD,s.roy,Manual,Finance,07-12-2023 07:09,0,0,0,1,0,0
JE003653,29-09-2023 13:50,2001-AP,Accrual,84310.06,USD,a.mehta,Auto,HR,29-09-2023 13:50,0,0,0,1,0,0
JE003654,25-01-2023 20:53,1001-Cash,Reversal,35056.83,INR,p.iyer,Auto,IT,27-04-2023 04:51,0,0,1,1,0,1
JE003655,08-08-2023 13:58,5001-COGS,Accrual,76407,INR,p.iyer,Auto,HR,08-08-2023 13:58,0,0,0,1,0,0
JE003656,30-10-2023 22:05,3001-Equity,Vendor Payment,87988.2,USD,s.roy,Auto,IT,29-07-2023 14:54,0,0,1,1,0,1
JE003657,22-09-2023 21:23,6001-OpEx,Payroll,10000,CAD,u.sharma,Auto,HR,22-09-2023 21:23,1,0,1,1,0,2
JE003658,16-01-2023 14:09,5001-COGS,Payroll,11768.86,CAD,r.das,Manual,IT,16-01-2023 14:09,0,0,0,1,0,0
JE003659,06-01-2023 22:51,1001-Cash,Depreciation,90035.72,CAD,r.das,Manual,IT,06-01-2023 22:51,0,0,1,1,0,1
JE003660,22-09-2023 02:05,4001-Revenue,Reversal,37559.81,USD,u.sharma,Manual,Operations,22-09-2023 02:05,0,0,1,1,0,1
JE003661,23-06-2023 10:25,5001-COGS,Depreciation,37905.39,INR,u.sharma,Auto,IT,23-06-2023 10:25,0,0,0,1,0,0
JE003662,26-03-2023 13:03,6001-OpEx,Payroll,50198.06,CAD,p.iyer,Auto,Finance,26-03-2023 13:03,0,1,0,1,0,1
